Time,Time Elaps,Type,Packet Number,Size
322878578,186,PacketReceived,11,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 1235']]"
322878583,191,PacketReceived,12,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 2468']]"
322878583,191,PacketSent,10,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 12', 'missing_packets: []', 'delta_time_largest_observed_us: 360', 'received_packet_times: []']]"
322878584,192,PacketReceived,13,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 8', 'missing_packets: []', 'delta_time_largest_observed_us: 1158', 'received_packet_times: []'], ['STREAM', 'receive', 5, 'length: 1224', 'offset: 3701']]"
322878585,193,PacketReceived,14,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 4925']]"
322878585,193,PacketSent,11,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 14', 'missing_packets: []', 'delta_time_largest_observed_us: 330', 'received_packet_times: []']]"
322878586,194,PacketReceived,15,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 6158']]"
322878586,194,PacketReceived,16,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 7391']]"
322878587,195,PacketSent,12,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 16', 'missing_packets: []', 'delta_time_largest_observed_us: 335', 'received_packet_times: []']]"
322878589,197,PacketReceived,17,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 8624']]"
322878597,205,PacketReceived,18,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 9857']]"
322878598,206,PacketSent,13,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 18', 'missing_packets: []', 'delta_time_largest_observed_us: 785', 'received_packet_times: []']]"
322878598,206,PacketReceived,19,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 11090']]"
322878599,207,PacketReceived,20,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 12323']]"
322878600,208,PacketSent,14,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 20', 'missing_packets: []', 'delta_time_largest_observed_us: 792', 'received_packet_times: []']]"
322878602,210,PacketReceived,21,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 13556']]"
322878604,212,PacketReceived,22,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 14789']]"
322878606,214,PacketSent,15,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 22', 'missing_packets: []', 'delta_time_largest_observed_us: 2105', 'received_packet_times: []']]"
322878608,216,PacketReceived,23,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 16022']]"
322878610,218,PacketReceived,24,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 17255']]"
322878611,219,PacketSent,16,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 24', 'missing_packets: []', 'delta_time_largest_observed_us: 282', 'received_packet_times: []']]"
322878613,221,PacketReceived,25,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 18488']]"
322878615,223,PacketReceived,26,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 19721']]"
322878616,224,PacketSent,17,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 26', 'missing_packets: []', 'delta_time_largest_observed_us: 272', 'received_packet_times: []']]"
322878616,224,PacketReceived,27,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 20954']]"
322878616,224,PacketReceived,28,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 22187']]"
322878619,227,PacketSent,18,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 28', 'missing_packets: []', 'delta_time_largest_observed_us: 2768', 'received_packet_times: []']]"
322878623,231,PacketReceived,29,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 23420']]"
322878624,232,PacketReceived,30,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 24653']]"
322878625,233,PacketSent,19,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 30', 'missing_packets: []', 'delta_time_largest_observed_us: 285', 'received_packet_times: []']]"
322878626,234,PacketReceived,31,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 25886']]"
322878629,237,PacketReceived,32,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 27119']]"
322878629,237,PacketSent,20,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 32', 'missing_packets: []', 'delta_time_largest_observed_us: 928', 'received_packet_times: []']]"
322878630,238,PacketReceived,33,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 28352']]"
322878631,239,PacketReceived,34,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 29585']]"
322878632,240,PacketSent,21,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 34', 'missing_packets: []', 'delta_time_largest_observed_us: 313', 'received_packet_times: []']]"
322878632,240,PacketReceived,35,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 30818']]"
322878633,241,PacketReceived,36,736,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 717', 'offset: 32051']]"
322878634,242,PacketSent,22,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 36', 'missing_packets: []', 'delta_time_largest_observed_us: 327', 'received_packet_times: []']]"
322878637,245,PacketReceived,37,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 32768']]"
322878639,247,PacketReceived,38,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 34001']]"
322878639,247,PacketSent,23,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 38', 'missing_packets: []', 'delta_time_largest_observed_us: 293', 'received_packet_times: []']]"
322878639,247,PacketReceived,39,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 35234']]"
322878643,251,PacketReceived,40,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1233', 'offset: 36467']]"
322878643,251,PacketSent,24,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 40', 'missing_packets: []', 'delta_time_largest_observed_us: 621', 'received_packet_times: []']]"
322878644,252,PacketReceived,41,945,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 926', 'offset: 37700']]"
322878647,255,PacketReceived,42,19,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 0', 'offset: 38626']]"
322878647,255,PacketSent,25,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 42', 'missing_packets: []', 'delta_time_largest_observed_us: 500', 'received_packet_times: []']]"
322878648,256,PacketReceived,43,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1230', 'offset: 6158']]"
322878650,258,PacketReceived,44,25,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 3', 'offset: 7388']]"
322878652,260,PacketSent,26,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 44', 'missing_packets: []', 'delta_time_largest_observed_us: 474', 'received_packet_times: []']]"
322878653,261,PacketReceived,45,1252,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 1230', 'offset: 7391']]"
322878654,262,PacketReceived,46,25,10.0.228.164:443,172.19.19.121:40399,0,0,0,"[['STREAM', 'receive', 5, 'length: 3', 'offset: 8621']]"
322878655,263,PacketSent,27,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 46', 'missing_packets: []', 'delta_time_largest_observed_us: 240', 'received_packet_times: []']]"
