Time,Time Elaps,Type,Packet Number,Size
322850398,3728,PacketReceived,58,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 6167']]"
322850403,3733,PacketReceived,59,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 7400']]"
322850404,3734,PacketSent,36,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 59', 'missing_packets: []', 'delta_time_largest_observed_us: 436', 'received_packet_times: []']]"
322850405,3735,PacketReceived,60,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 8633']]"
322850409,3739,PacketReceived,61,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 9866']]"
322850411,3741,PacketSent,37,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 61', 'missing_packets: []', 'delta_time_largest_observed_us: 2189', 'received_packet_times: []']]"
322850412,3742,PacketReceived,62,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 11099']]"
322850415,3745,PacketReceived,63,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 12332']]"
322850417,3747,PacketSent,38,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 63', 'missing_packets: []', 'delta_time_largest_observed_us: 768', 'received_packet_times: []']]"
322850418,3748,PacketReceived,64,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 13565']]"
322850418,3748,PacketReceived,65,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 14798']]"
322850419,3749,PacketSent,39,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 65', 'missing_packets: []', 'delta_time_largest_observed_us: 294', 'received_packet_times: []']]"
322850419,3749,PacketReceived,66,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 16031']]"
322850421,3751,PacketReceived,67,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 17264']]"
322850422,3752,PacketSent,40,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 67', 'missing_packets: []', 'delta_time_largest_observed_us: 851', 'received_packet_times: []']]"
322850422,3752,PacketReceived,68,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 18497']]"
322850425,3755,PacketReceived,69,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 19730']]"
322850426,3756,PacketSent,41,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 69', 'missing_packets: []', 'delta_time_largest_observed_us: 540', 'received_packet_times: []']]"
322850427,3757,PacketReceived,70,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 20963']]"
322850429,3759,PacketReceived,71,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 22196']]"
322850429,3759,PacketSent,42,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 71', 'missing_packets: []', 'delta_time_largest_observed_us: 280', 'received_packet_times: []']]"
322850431,3761,PacketReceived,72,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 23429']]"
322850434,3764,PacketReceived,73,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 32', 'missing_packets: []', 'delta_time_largest_observed_us: 25240', 'received_packet_times: []'], ['STREAM', 'receive', 7, 'length: 1224', 'offset: 24662']]"
322850435,3765,PacketSent,43,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 73', 'missing_packets: []', 'delta_time_largest_observed_us: 428', 'received_packet_times: []']]"
322850435,3765,PacketReceived,74,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 25886']]"
322850435,3765,PacketReceived,75,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 27119']]"
322850436,3766,PacketSent,44,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 75', 'missing_packets: []', 'delta_time_largest_observed_us: 293', 'received_packet_times: []']]"
322850439,3769,PacketReceived,76,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 28352']]"
322850441,3771,PacketReceived,77,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 29585']]"
322850442,3772,PacketSent,45,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 77', 'missing_packets: []', 'delta_time_largest_observed_us: 288', 'received_packet_times: []']]"
322850442,3772,PacketReceived,78,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 30818']]"
322850446,3776,PacketReceived,79,736,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 717', 'offset: 32051']]"
322850447,3777,PacketSent,46,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 79', 'missing_packets: []', 'delta_time_largest_observed_us: 380', 'received_packet_times: []']]"
322850447,3777,PacketReceived,80,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 32768']]"
322850448,3778,PacketReceived,81,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 34001']]"
322850449,3779,PacketSent,47,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 81', 'missing_packets: []', 'delta_time_largest_observed_us: 272', 'received_packet_times: []']]"
322850451,3781,PacketReceived,82,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 35234']]"
322850452,3782,PacketReceived,83,1252,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 1233', 'offset: 36467']]"
322850453,3783,PacketSent,48,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 83', 'missing_packets: []', 'delta_time_largest_observed_us: 469', 'received_packet_times: []']]"
322850453,3783,PacketReceived,84,945,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 926', 'offset: 37700']]"
322850454,3784,PacketReceived,85,19,10.0.228.164:443,172.19.19.121:45998,0,0,0,"[['STREAM', 'receive', 7, 'length: 0', 'offset: 38626']]"
322850455,3785,PacketSent,49,28,0,0,NOT_RETRANSMISSION,"[['ACK', 'send', 'N/A', 'largest_observed: 85', 'missing_packets: []', 'delta_time_largest_observed_us: 293', 'received_packet_times: []']]"
