Time,Time Elaps,Type,Packet Number,Size
87731306,1590,PacketSent,87,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 10586']]"
87731306,1590,PacketSent,88,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 11909']]"
87731307,1591,PacketReceived,23,20,34.102.205.215:443,192.168.100.10:64543,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 40', 'missing_packets: []', 'delta_time_largest_observed_us: 0', 'received_packet_times: []']]"
87731307,1591,PacketSent,89,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 13232']]"
87731307,1591,PacketSent,90,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 14555']]"
87731310,1594,PacketSent,91,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 15878']]"
87731310,1594,PacketSent,92,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 17201']]"
87731310,1594,PacketSent,93,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 18524']]"
87731310,1594,PacketSent,94,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 19847']]"
87731310,1594,PacketSent,95,1350,85,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 21170']]"
87731310,1594,PacketSent,96,1350,86,NOT_RETRANSMISSION,"[['STREAM', 'send', 15, 'length: 1323', 'offset: 22493']]"
87731311,1595,PacketReceived,24,20,34.102.205.215:443,192.168.100.10:64543,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 42', 'missing_packets: []', 'delta_time_largest_observed_us: 0', 'received_packet_times: []']]"
87731312,1596,PacketSent,97,1350,84,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 32720']]"
87731312,1596,PacketSent,98,1350,90,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 34043']]"
87731315,1599,PacketSent,99,1350,87,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 35366']]"
87731316,1600,PacketSent,100,1350,86,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 36689']]"
87731316,1600,PacketSent,101,1350,91,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 38012']]"
87731316,1600,PacketSent,102,1350,91,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 39335']]"
87731316,1600,PacketSent,103,1350,91,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 40658']]"
87731316,1600,PacketSent,104,1350,91,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 41981']]"
87731316,1600,PacketSent,105,1350,91,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 43304']]"
87731316,1600,PacketSent,106,1350,91,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 44627']]"
87731320,1604,PacketSent,107,1350,87,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 45950']]"
87731320,1604,PacketSent,108,1350,87,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 47273']]"
87731320,1604,PacketSent,109,1350,87,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 48596']]"
87731320,1604,PacketSent,110,1350,87,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 49919']]"
87731320,1604,PacketSent,111,1350,87,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 51242']]"
87731320,1604,PacketSent,112,1350,107,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 52565']]"
87731321,1605,PacketSent,113,1350,106,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 53888']]"
87731321,1605,PacketSent,114,1350,106,NOT_RETRANSMISSION,"[['STREAM', 'send', 7, 'length: 1323', 'offset: 55211']]"
87731325,1609,PacketSent,115,1350,102,NOT_RETRANSMISSION,"[['STREAM', 'send', 9, 'length: 1323', 'offset: 18538']]"
87731325,1609,PacketSent,116,1350,102,NOT_RETRANSMISSION,"[['STREAM', 'send', 9, 'length: 1323', 'offset: 19861']]"
87731325,1609,PacketSent,117,1350,102,NOT_RETRANSMISSION,"[['STREAM', 'send', 9, 'length: 1323', 'offset: 21184']]"
87731325,1609,PacketSent,118,1350,102,NOT_RETRANSMISSION,"[['STREAM', 'send', 9, 'length: 1323', 'offset: 22507']]"
87731357,1641,PacketReceived,25,20,34.102.205.215:443,192.168.100.10:64543,0,0,0,"[['ACK', 'receive', 'N/A', 'largest_observed: 44', 'missing_packets: []', 'delta_time_largest_observed_us: 58', 'received_packet_times: []']]"
87731357,1641,PacketSent,119,1350,89,NOT_RETRANSMISSION,"[['STREAM', 'send', 9, 'length: 1323', 'offset: 23830']]"
87731357,1641,PacketSent,120,1350,89,NOT_RETRANSMISSION,"[['STREAM', 'send', 9, 'length: 1323', 'offset: 25153']]"
